,label,"First 5 Principal Components of Local Phase Quantization (LPQ) features
IAmSam_012921760_00000069.mat,6,-0.0023347,-0.0028084,-0.0012368,-7.08E-05,0.010791,-0.0035452,-0.0062302,-0.0094531,0.0029489,0.0030469
IAmSam_012921760_00000084.mat,6,-0.00010919,-0.0040093,0.0073304,0.00021228,-8.95E-06,-0.0050086,-0.0095148,-0.0036798,-0.001237,0.0013443
IAmSam_013820200_00000007.mat,6,-0.0030156,-0.016229,-0.005011,-0.00058745,-0.0014457,0.010228,0.0081231,-0.0056626,-0.0019528,-0.00059735
IAmSam_013820200_00000027.mat,6,-0.0020245,-0.014774,-0.0083443,-0.00047445,0.00083068,0.0095373,0.0064247,-0.0021355,-0.0011732,0.0017939
IAmSam_013820200_00000043.mat,6,-0.0034921,-0.018286,-0.0091837,5.34E-05,0.0038371,0.0089576,0.0031164,-0.0038451,-0.0015387,0.00099258
IAmSam_013820200_00000068.mat,6,-0.0025369,-0.010057,-0.0089699,7.68E-05,0.0036512,0.010786,0.0044728,0.00037672,0.00083897,0.0038499
IAmSam_013820200_00000090.mat,6,-0.0028183,-0.013297,-0.0077836,0.0030572,-0.00029712,0.0096668,0.0062775,-0.0032356,0.0016356,-0.00049277
IAmSam_013820200_00000113.mat,6,-0.00104,0.017901,0.011502,0.002536,0.0052532,-0.0074167,-0.0061298,0.0034404,-0.0006747,0.0012441
IAmSam_013827920_00000034.mat,6,-0.0018932,-0.014122,-0.0073659,0.0037305,-0.0035288,0.01131,0.0068695,0.00047385,-0.0032063,0.00041585
IAmSam_013827920__00000055.mat,6,-0.0021304,-0.012914,-0.0081153,0.001943,0.00075039,0.0033605,0.0097262,0.0029014,-0.010546,-0.001892
IAmSam_013827920__00000101.mat,6,-0.0041815,-0.012367,-0.011467,0.0067285,0.0018386,-0.0033177,0.0071438,-0.00028388,-0.0084407,-0.0023086
IAmSam_015653680_00000052.mat,6,-0.0011037,-0.013528,-0.0091086,-0.005987,0.0023032,-0.0033846,-0.0042063,-0.0012605,-0.0025744,7.81E-06
IAmSam_015653680_00000100.mat,6,-0.0034016,-0.0022754,-0.01022,-0.00014117,0.0013763,-0.0014758,-0.0072143,-0.0069019,-0.002201,-0.0024886
ItsComplicated_005100487_00000043.mat,6,-0.0020057,0.0032655,-0.0083476,-0.0046036,0.001291,0.0034886,-0.0044778,0.0029513,0.0052318,0.0011406
ItsComplicated_005221727_00000001.mat,6,-0.0024377,0.0037809,-0.0077914,-0.005297,0.00042849,0.0030679,-0.001094,-0.0023419,0.0032541,-0.00070782
ItsComplicated_005221727_00000030.mat,6,-0.002045,0.012016,-0.0031857,-0.0015439,-0.00084587,0.0046418,-0.0062785,-0.0023045,-0.0089297,0.00043313
JennifersBody_002410291_00000029.mat,6,-0.0050909,0.0074179,0.0020558,-0.0031691,-0.0025779,-0.0016308,-0.0094408,-0.0035863,0.00056836,0.00077026
JennifersBody_010242118_00000002.mat,6,-0.0038321,0.0080629,-0.007421,0.0013615,0.004713,-0.0037515,0.0086581,0.0050801,0.0066191,0.00014641
JennifersBody_012437771_00000033.mat,6,0.001336,0.025607,0.011278,-0.0022434,-0.001685,0.011307,-0.013127,-0.0063567,-0.0044966,0.010344
Juno_000724160_00000022.mat,6,-0.0024086,0.00015353,0.0026586,-0.0010975,0.0011912,-0.00061252,0.0053745,-0.0041656,-0.0066537,-0.0029062
Juno_000724160_00000083.mat,6,-0.0024179,-0.0086393,-0.0020276,-0.0054311,-0.0040749,0.0063264,-0.0026346,-0.0026887,-0.0035971,-0.0026214
Juno_001424560_00000010.mat,6,-0.0024506,0.024496,0.006234,0.0085596,-0.0016063,0.015622,-0.0088794,-0.0010568,-0.00078056,0.011878
Juno_001424560_00000032.mat,6,-0.0021634,0.026102,0.0088838,0.012614,0.00015563,0.014953,-0.010648,9.59E-05,0.00074817,0.011662
Juno_001426680_00000052.mat,6,-0.00086866,0.027642,0.0058701,0.011028,0.0010774,0.012848,-0.0054733,0.0016162,0.0016818,0.010518
Juno_001426680_00000063.mat,6,-0.002513,0.02624,0.0059954,0.013921,-0.0012059,0.013253,-0.0057789,0.00025765,0.00012083,0.0093196
Juno_001934160_00000002.mat,6,-0.0040623,-0.0041137,0.0069446,-0.0071617,2.14E-05,0.0089221,0.00049812,-0.00014695,-0.0038424,0.0027009
Juno_002255200_00000009.mat,6,-0.0033557,-0.021013,0.0026492,0.0026727,-0.0070859,-0.0039011,0.0072991,-0.00088087,-0.0013401,-0.0033146
Juno_002255200_00000035.mat,6,-0.0025631,-0.030528,0.0047328,-0.00038975,-0.0096124,-0.0054299,0.0029701,0.0021325,-0.00091501,0.0013474
Juno_010702360_00000058.mat,6,-0.0049076,-0.0068767,-0.0050484,0.0022048,0.0057702,-0.005117,0.0082341,0.0007742,-0.0038474,0.0094285
Juno_011833760_00000059.mat,6,-0.0057931,-0.025102,-0.0023118,0.006268,0.00035531,-0.015135,0.0026691,0.0020336,0.0010969,-0.002455
Juno_011833760_00000071.mat,6,-0.003791,-0.024265,0.0038722,0.0031069,0.0058304,-0.013038,6.61E-05,0.0048688,0.00094855,-0.0046966
LittleManhattan_000150854_00000034.mat,6,-0.0035541,-0.0070747,-0.0064403,-0.013698,0.0059889,-0.0014272,-0.0092171,0.0022716,-0.0026395,0.0022031
LittleManhattan_000150854_00000041.mat,6,-0.004057,0.0044142,-0.010609,0.011097,0.0093634,-0.010515,-0.0068616,0.0070163,0.00025706,-0.0069332
LittleManhattan_000451774_00000001.mat,6,-0.0062843,0.0085577,-0.0080508,0.003628,0.0098663,0.0062722,-0.0064733,0.01053,-0.0056026,0.0051523
LittleManhattan_010224243_00000001.mat,6,-0.0028873,-0.01844,-0.00015758,-0.0023306,0.0068744,-0.010461,-0.0028851,0.0046086,0.0031053,-0.0063161
LittleManhattan_010438843_00000046.mat,6,-0.0050979,0.0051893,0.0025898,0.011789,0.0042376,-0.00035025,-0.0057372,0.010491,0.0021888,-0.0029898
LittleManhattan_010724803_00000067.mat,6,-0.0051254,-0.012599,-0.021456,0.0098941,-0.0098101,-0.0032649,0.012553,-0.00021646,-0.0046967,-0.0053181
LittleManhattan_010730723_00000094.mat,6,0.0010521,-0.0037678,-0.0011267,-0.010654,-0.00056004,0.0090191,-0.0078414,0.0055027,0.0040085,-0.00042042
21_001404920_00000004.mat,7,-0.0020909,-0.023872,-0.0098115,0.0092157,-0.013423,-0.012594,0.0084382,-0.0068028,0.00082499,-0.0041783
21_001404920_00000016.mat,7,-0.0037955,-0.02756,-0.0088066,0.010446,-0.0078749,-0.016234,0.0063466,-0.001932,0.0079826,-0.0072692
21_002221960_00000007.mat,7,-0.0034619,0.0055221,0.017803,0.017002,2.84E-05,-0.00013842,-0.0059713,-0.0033372,0.0044756,-0.0033462
ACaseofYou_000353800_00000027.mat,7,-0.0071543,-0.012828,-0.018662,0.011179,0.00059324,0.0042864,0.00079612,-0.0068612,0.006771,-0.008258
ACaseofYou_002730440_00000031.mat,7,-0.0054189,-0.020347,-0.017162,0.019324,-0.0054781,-0.019926,0.0044131,-0.011894,0.0072849,0.0022082
ACaseofYou_002730440_00000038.mat,7,-0.0060077,-0.010895,-0.005831,0.0091617,-0.003824,-0.017438,0.0066295,-0.0059924,0.0053693,0.010045
ACaseofYou_002730440_00000051.mat,7,-0.0043384,-0.009998,-0.0038465,0.010116,-0.0052048,-0.017378,0.0070165,-0.0047267,0.0036361,0.013373
ACaseofYou_003118400_00000013.mat,7,-0.0051863,0.0072346,-0.013099,0.0036279,-0.0017646,-0.013184,0.0045784,0.0064511,0.00085125,0.0079383
ACaseofYou_003118400_00000044.mat,7,-0.0048184,-0.0001693,-0.012646,-0.002536,0.0006077,-0.014486,0.005764,0.0052291,0.0017357,0.0069316
AboutABoy_000919327_00000007.mat,7,0.064757,-0.039428,0.062508,0.028128,0.00019236,-0.0063515,-0.010529,0.0043927,0.0023738,-0.00056229
AboutABoy_000919327_00000013.mat,7,0.005816,-0.038274,0.061746,0.015033,3.97E-05,-0.0018342,-0.0068586,0.00023735,0.0039783,-0.0012033
AboutABoy_000919327_00000015.mat,7,0.002246,-0.03242,0.052959,0.011265,0.0019204,-0.0015682,-0.0071269,0.0038503,0.00029553,0.0033227
AlexEmma_001232400_00000013.mat,7,0.00050487,0.0086798,0.0060345,-0.011262,-0.0044425,-0.00026508,-0.001266,0.002181,-0.00054802,0.0019058
AlexEmma_002117120_00000001.mat,7,-0.0029845,0.019798,-0.0024445,0.0037293,-0.0057156,0.0047265,0.0044778,-0.0011076,-0.013046,-0.0076952
AlexEmma_002117120_00000032.mat,7,-0.0045435,0.023225,-0.0062408,0.004862,-0.0054244,0.010004,0.0040895,0.0024829,-0.012698,-0.0047848
AlexEmma_010615240_00000022.mat,7,-0.0017808,0.017448,-2.60E-06,-0.007395,0.0011721,0.0026839,-0.0026855,-0.0082922,0.0057447,0.00068429
AlexEmma_011829680_00000019.mat,7,-0.0029092,0.017644,0.0020011,-0.0049394,-0.0035939,0.012161,-0.0022488,-0.0087679,0.0029853,0.0018797
AlexEmma_011829680_00000059.mat,7,-0.0020036,-0.021048,-0.011158,-0.0038975,-0.011327,-0.015278,0.0066062,0.0029039,0.0024301,0.00037851
AndSoonCameDarkness_005534800_00000020.mat,7,-0.0022545,-0.010903,0.011664,0.0014285,0.00059383,0.0028839,-0.0067161,-0.0055404,-0.0053601,0.00022688
Bridesmaids_000059880_00000001.mat,7,-0.00028959,0.0092702,0.0029822,-0.0052163,0.0028307,-0.00019454,-0.0078985,-0.0022039,-0.00089264,0.0037595
Bridesmaids_000519240_00000001.mat,7,-0.005337,0.023355,-0.01498,0.0080501,0.0088746,-0.0069664,-0.0045539,-0.004065,0.0049383,-0.006548
Bridesmaids_001604640_00000001.mat,7,0.0028952,-0.0017708,0.011055,-0.0081793,0.0043589,0.0020555,0.00081271,0.0014276,0.00084532,-0.00012804
Bridesmaids_010123320_00000043.mat,7,-0.0037422,-0.0072469,-0.006769,-0.00046873,0.005558,-0.012871,0.0036258,0.002047,0.005797,0.00017259
Bridesmaids_012726680_00000001.mat,7,-0.0002764,-0.010825,-0.0019925,-0.0051977,0.00067903,-0.0085157,0.0057212,0.002348,0.001144,0.0042218
Bridesmaids_015143720_00000011.mat,7,-0.0044224,0.0060853,0.00060381,0.0042171,0.0053262,0.0042122,0.0075752,0.0056701,-0.0026138,-0.0048196
Contraband_001454480_00000004.mat,7,0.0031383,-0.0080277,-0.0092495,-0.0013559,0.010802,-0.00067306,-0.0095537,-0.0096034,0.00039193,-0.002034
Contraband_001454480_00000040.mat,7,-0.0027556,-0.0042316,-0.0089528,-0.003688,0.006469,-0.0013045,-0.0085672,-0.0083719,-0.00014758,3.71E-05
Contraband_005110000_00000004.mat,7,-0.0014569,0.049303,0.0096768,0.0063614,-0.0013021,-0.00103,-0.00012731,0.0058562,0.0050358,0.01613
CryingGame_005242000_00000028.mat,7,-0.00038672,-0.0042896,0.025249,-0.0049127,0.002537,0.0068126,-0.006683,0.0010618,0.0021453,0.0017954
DeepBlueSea_005733200_00000101.mat,7,-0.0023695,0.032806,0.0029561,-0.0081588,0.0026935,0.0020203,-0.0086118,0.00086881,-0.0057345,0.0010739
GirlWithAPearlEarring_001549320_00000048.mat,7,-0.0047227,0.017445,-0.0054207,0.0053079,-0.0080887,0.012767,-0.0019117,-0.0084491,-0.0038858,-0.00054151
GirlWithAPearlEarring_003258400_00000031.mat,7,-0.0056786,-0.043786,0.022438,0.035697,0.0093392,-0.0042159,-0.006444,-0.011784,7.37E-06,-0.0022913
GirlWithAPearlEarring_004432000_00000009.mat,7,0.00051504,-0.0078178,0.011516,0.0026303,-0.010597,-0.0034688,-0.0096984,-0.0033392,-0.006728,-0.0010462
GirlWithAPearlEarring_004432000_00000028.mat,7,0.0059605,-0.00077255,0.02074,0.0067164,-0.011739,0.0020891,-0.0082259,-0.0025799,-0.008366,-0.00018423
HalfLight_013746920_00000006.mat,7,-0.00056673,0.012702,-0.0028396,-0.0061279,-0.0062194,0.0089834,0.0066075,0.0030398,0.010168,-0.0013177
HarryPotter_Deathly_Hallows_1_001610960_00000028.mat,7,-0.0050116,0.01674,-0.0085784,0.017071,-0.0035114,-0.0035671,0.013202,0.0036993,0.0080616,-0.0075017
HarryPotter_GobletOfFire_000652814_00000027.mat,7,-0.0013916,0.011251,0.0015359,-0.0046525,0.0027252,-0.0075152,-0.0019761,0.0018523,0.0036793,0.0021458
HarryPotter_GobletOfFire_000658734_00000001.mat,7,-0.00022906,0.011616,0.006139,0.006068,-0.001023,-0.007161,-0.0064103,-0.00039595,0.0010905,0.0010646
HarryPotter_PhilosopherStone_003424334_00000010.mat,7,-0.0037293,-0.026824,0.014465,-0.0042177,-0.0035028,-0.0047911,0.0019407,-0.0077952,0.0024594,0.0027502
HarryPotter_PhilosopherStone_003440294_00000011.mat,7,-0.0034582,0.0067394,-0.0089002,0.0019175,-0.00099891,0.0044693,-0.0040277,0.00099316,0.0026253,0.00082637
IAmSam_000311160_00000001.mat,7,-0.0048644,0.022563,-0.0018767,0.011225,0.0077201,-0.011404,-0.0034936,-0.0023227,0.00092615,-0.0028236
IAmSam_002339320_00000003.mat,7,0.00038465,-0.002566,0.011069,-0.0059089,0.004695,-0.0044021,-0.0047751,0.00024919,-0.0016801,-0.0018984
IAmSam_003343120_00000013.mat,7,-0.0042412,0.0097909,-0.00063471,0.0064309,0.0050261,0.002161,-0.00060307,-0.0039544,0.0018114,0.0016572
ItsComplicated_003722087_00000051.mat,7,-0.0023084,-0.018267,-0.0061293,-0.0037356,-0.0060924,-0.00061498,0.0078781,-0.0067528,-0.0020467,0.00057936
JennifersBody_003236644_00000001.mat,7,-0.0041127,0.0045414,-0.015406,-0.00074922,0.0022672,-0.0012422,0.0013763,-0.0040378,0.0026344,-0.0065689
JennifersBody_005841913_00000029.mat,7,-0.0023756,0.0084191,0.002129,0.0052683,-0.0001857,-0.0051558,0.0016352,-0.0072984,-0.0020787,0.0010756
Juno_003321880_00000019.mat,7,-0.0035925,-0.0040638,-0.0039562,0.0014584,0.0010799,-0.010213,0.0024931,0.0047038,-0.0031667,0.0081875
Juno_004717160_00000054.mat,7,-0.0034462,-0.013521,-0.0090608,-0.00055847,0.0010599,0.0096827,0.00035146,0.0010865,-0.0014143,0.0023219
Juno_010939560_00000065.mat,7,-0.0011881,-0.0059245,0.014357,0.00075241,0.003419,0.0075587,-0.0074805,-0.00057336,-0.0031328,0.00058566
LittleManhattan_000102534_00000036.mat,7,-0.0012871,-0.0036898,-0.0065253,-0.0099376,0.0071736,0.0069329,-0.005031,-0.00095888,0.0031852,-0.0024787
LittleManhattan_000427934_00000057.mat,7,-0.0051214,0.00055599,0.0047371,0.0068335,0.0028446,0.0070737,0.0052333,0.0059545,-0.0044346,-0.0053424
LittleManhattan_001740654_00000012.mat,7,-0.0020628,-0.019614,0.0039791,0.0044049,-0.00061279,-0.013457,-0.0062439,-0.00097807,0.00081118,-0.0090522
LittleManhattan_002601134_00000019.mat,7,-0.0032068,0.0085998,-0.0025191,-0.0031182,0.0048095,0.0017421,-0.0013489,-0.0054041,-0.0044102,-0.0018899
MarotAtTheWedding_010431280_00000042.mat,7,-0.0035999,-0.0020345,0.0068817,-3.04E-05,0.0058244,0.0071783,0.0038467,-0.0020808,0.0027422,0.00068556
MissMarch_000157760_00000024.mat,7,-0.0033298,0.0041575,0.0029967,0.010777,-0.0030857,-0.0055668,-0.0072121,0.00084631,-0.00037884,-0.0029605
MissMarch_001648000_00000057.mat,7,-0.0031957,0.023713,-0.0024929,-0.0031635,0.0064471,0.0026782,-0.0081191,0.0032108,0.0016791,-0.010225
MissMarch_002519000_00000015.mat,7,-0.0038061,0.0032775,0.0066519,0.0072277,-0.00056475,0.0052573,0.0039351,0.0045935,-0.00049679,0.0047556
MissMarch_003609600_00000080.mat,7,-0.0048797,-0.002943,-0.006745,0.0015409,-0.0086546,0.0064396,0.0018045,0.0048433,0.00072003,-0.0023776
MissMarch_004011240_00000085.mat,7,0.0012023,-0.010585,0.016183,-0.0080833,-0.0080623,0.0091717,0.0012497,-0.0019122,-1.83E-05,0.0015199
NanyDiaries_000814440_00000074.mat,7,-0.0020462,0.024828,0.0070056,-0.0012134,-0.0011367,0.0013814,-0.013089,0.0028306,0.0023545,0.0038561
NanyDiaries_000851240_00000001.mat,7,6.33E-05,-0.01421,0.005723,-0.0064818,-0.0026363,-0.0052462,0.0030342,0.0052595,0.0002154,0.0037818
NanyDiaries_000909960_00000031.mat,7,-0.0050742,-0.00066791,0.007645,0.0091278,-0.0023815,0.011086,0.010065,0.0036945,0.0033728,-0.00048166
NanyDiaries_004118480_00000001.mat,7,-0.0029852,0.01515,-0.0050058,-0.00075195,-0.0068767,-0.0048134,-0.0038723,0.0084341,-0.0011874,0.0050857
NanyDiaries_004118480_00000017.mat,7,-0.00044628,0.0081478,0.0032886,-0.010846,-0.0080827,0.0069966,-0.001686,-0.0015917,0.0072733,0.0045542
NanyDiaries_004118480_00000047.mat,7,-0.0019179,0.0024428,0.0040919,-0.0087705,-0.0011919,-0.0064886,-0.0014015,0.0045227,0.0035885,0.0032734
NanyDiaries_004216040_00000057.mat,7,0.0003525,0.0032554,0.0024656,-0.0012605,-0.0063029,-0.0067917,0.0055409,0.0023271,0.0085049,0.0022421
NanyDiaries_005149560_00000015.mat,7,-0.0040573,0.00078567,-0.014985,0.00023747,-0.0040107,-0.0016741,0.0044477,-0.011658,-0.0014981,-0.00085026
NanyDiaries_005401880_00000001.mat,7,-0.005501,-0.0073142,-0.0039072,0.00033938,0.0049853,-0.0076683,-0.0013462,0.0098989,-0.0029791,0.0024471
NanyDiaries_010039560_00000001.mat,7,-0.0055668,-0.0091951,-0.0087071,0.012376,-0.00018778,-0.0099476,0.0030442,-0.0005273,0.0064784,-0.0054836
NanyDiaries_010039560_00000045.mat,7,-0.0044675,-0.0074177,-0.0076274,0.01243,0.0022943,-0.011903,0.00073072,-8.34E-06,0.0049601,-0.0063949
NanyDiaries_012341120_00000019.mat,7,0.00034164,-0.0059929,0.012301,0.0082529,-0.005175,0.0076192,0.0078104,0.0015103,0.015906,-0.0015954
NanyDiaries_012341120_00000036.mat,7,-0.0011463,-0.0047325,0.013481,0.0067063,-0.0052147,0.0072681,0.0052475,-0.00031804,0.014135,-0.0017389
NotSuitableForChildren_002523280_00000001.mat,7,-0.00047253,-0.0032966,0.0070046,-0.0052614,-0.0062945,0.0082342,0.0031179,0.00057853,-0.0082279,0.00042774
NotSuitableForChildren_004004880_00000106.mat,7,-0.0048007,-0.0067033,0.0082928,0.012541,-0.00050874,0.0048683,0.002599,-0.010271,-0.012209,-0.0053845
NotSuitableForChildren_004319360_00000006.mat,7,-0.0041938,-0.021928,0.0028856,0.0099048,0.0093498,-0.0093839,0.0096811,0.0081518,-0.0024409,0.0094895
NotSuitableForChildren_004319360_00000012.mat,7,-0.0059925,-0.019315,0.0068657,0.0089184,0.011961,-0.0065495,0.0075278,0.0083139,-0.00020598,0.0085274
NotSuitableForChildren_004545840_00000016.mat,7,-0.0058974,-0.0088965,-0.0011557,0.011682,0.0045473,-0.0097528,0.0068759,-0.0037521,0.0069008,0.0021594
NotSuitableForChildren_004545840_00000035.mat,7,-0.0037953,-0.0028876,-0.0063073,0.0047088,-0.0010368,0.0093191,0.002577,0.0024212,0.0078049,-0.0042945
OceansThirteen_003133720_00000043.mat,7,-0.0014697,-0.020577,-0.0073343,-0.0069306,0.00054859,0.00044104,0.004262,-0.0054239,-0.0025619,-0.0031154
OceansThirteen_004050280_00000084.mat,7,-0.0069549,-0.0040848,-0.021305,0.0078926,-0.0014479,-0.014707,-0.004275,-0.00064477,0.00066033,-0.011857
OceansThirteen_013244600_00000014.mat,7,-0.002824,0.0355,0.0057573,0.010734,-0.0022142,0.0056683,-0.0073231,-0.0017827,0.0014436,-0.0068888
OceansTwelve_002728760_00000042.mat,7,-0.003348,-0.0085007,0.0028107,-0.00023619,-0.00067045,0.0076356,0.0070117,-0.0015146,0.003653,-0.0034027
OceansTwelve_002840120_00000025.mat,7,-0.0032764,-0.018619,-0.00073095,-0.0065119,0.0060022,-0.0029669,-0.0038307,-0.0070638,0.0049036,-0.0068107
OceansTwelve_002840120_00000045.mat,7,-0.0025199,-0.0031768,-0.0003471,-0.0073054,-0.0049256,0.005103,-0.0071893,-0.0034264,0.00029549,0.0018491
OceansTwelve_003845720_00000019.mat,7,-0.00043119,-0.024152,0.0080548,0.001089,-0.0057418,-0.009695,0.0064029,-0.00085622,0.0019041,0.0070355
OneFlewOverCuckooNest_004519160_00000041.mat,7,-0.00041456,0.0010508,0.014955,-0.0085631,9.54E-06,0.010272,-0.0019041,0.00043507,-0.0017292,0.0054144
OneFlewOverCuckooNest_015337240_00000001.mat,7,-0.0012861,-0.0068064,-0.0040283,-0.0070402,0.0059544,-0.0050713,-0.004303,-0.0029631,-0.0022397,-0.0025673
PursuitofHappiness_001943720_00000032.mat,7,-0.0045143,0.014148,-0.006005,-0.00037748,0.0048253,-0.00056958,-0.0057759,-0.0037523,-0.0010884,-0.0060503
RevolutionaryRoad_001913160_00000030.mat,7,-0.0024749,-0.0060354,0.0063173,0.0020214,0.0041585,0.011052,0.0055441,0.0049661,-0.0038322,-0.00054939
RevolutionaryRoad_011809840_00000001.mat,7,-0.0033491,-5.63E-05,0.0021019,-0.0040093,0.003428,0.0074712,-0.0015658,0.0060852,-0.0053176,0.0037137
Serendipity_000510447_00000001.mat,7,-0.0014769,-0.010745,-0.0034189,-0.0011127,-0.0030766,-0.005475,0.011454,-0.00073544,0.0017273,0.0093142
SocialNetwork_003715767_00000001.mat,7,-0.0062199,0.0044033,-0.00050636,0.0041339,0.0082131,-0.0047117,-0.0086844,-0.0019953,-0.00038244,-0.0074211
SocialNetwork_014140967_00000001.mat,7,-0.0064082,-0.0082241,-0.0087394,0.0058731,0.0047683,0.00066908,-0.0042406,0.0029192,-0.0030566,-0.0079508
SomethingBorrowed_011805560_00000030.mat,7,-0.003071,-0.00088965,0.0028455,0.0059538,-0.010736,0.0052761,0.011134,0.004901,0.0032332,-0.0046514
Terminal_004946320_00000059.mat,7,-0.0018213,-0.023155,0.0023792,0.0046021,-0.0068582,-0.01728,0.0032313,-0.012975,0.0051301,0.0089657
ThereIsSomethingAboutMary_005941880_00000024.mat,7,-0.0031795,-0.011447,-0.0056208,-0.00034707,-0.0017186,0.0075034,0.0034177,0.0086261,-0.0044558,-0.0011372
ThereIsSomethingAboutMary_005941880_00000039.mat,7,-0.0050637,-0.017186,-0.019024,0.0095169,0.006312,-0.0028243,-0.0019327,-0.0064883,-0.010634,-0.0087746
ThereIsSomethingAboutMary_013959520_00000021.mat,7,-0.0034142,-0.0092669,0.015782,0.0053251,0.0058408,-0.0056811,-0.0078263,-0.0074284,-0.0014856,0.0014188
YouveGotAMail_000426174_00000017.mat,7,-0.0018546,-0.011636,-0.00011842,0.0029051,0.0010231,0.001725,0.0072688,0.0065521,0.0019356,-0.0050888
YouveGotAMail_004825734_00000001.mat,7,-0.00036269,-0.016469,0.0065545,-0.0054766,-0.001798,0.0011219,0.0027383,0.0030233,-0.0019641,-0.0016904